STR	SNP_POS	SNP_ID	Trait	PValue	LD
chr6:32622508	chr6:32465390	rs2395185	antinuclear antibody measurement	1e-11	0.9153645974449942
chr6:32622508	chr6:32465964	rs117230773	Cystic fibrosis, lung disease severity measurement	2e-09	0.900458486814921
chr6:32622508	chr6:32469383	rs183975233	body mass index	8e-16	0.7977821988101096
chr6:32622508	chr6:32476421	rs12194148	rheumatoid arthritis	5e-58	0.7357954903332325
chr6:32622508	chr6:32482312	rs5020946	BMI-adjusted waist-hip ratio	1e-09	0.7593799532075944
chr6:32622508	chr6:32482312	rs5020946	leukocyte count	1e-94	0.7593799532075944
chr6:32622508	chr6:32482803	rs35957722	tonsillectomy risk measurement	4e-10	0.7825921840702059
chr6:32622508	chr6:32484825	rs561623787	blood protein measurement	3e-17	0.7098247148995451
chr6:32622508	chr6:32486076	rs112112734	rheumatoid arthritis, joint damage measurement	4e-08	0.7501796665871576
chr6:32622508	chr6:32593106	rs28366301	high density lipoprotein cholesterol measurement	8e-11	0.9525046367131004
chr6:32622508	chr6:32623102	rs9271585	urate measurement	7e-12	0.9843168474538875
chr6:32622508	chr6:32623671	rs115472351	body mass index	6e-10	0.9846478468759187
chr6:32622508	chr6:32626251	rs9271762	blood protein measurement	9e-18	0.8681595759003946
chr6:32622508	chr6:32644384	rs9273062	response to vaccine	2e-10	0.9826516672694794
chr6:32622508	chr6:32644683	rs200930495	blood protein measurement	5e-31	0.9409187733322265
chr6:32622508	chr6:32668172	rs2647025	asthma	4e-99	0.8072409834679575
chr6:32622508	chr6:32669436	rs9274704	Churg-Strauss syndrome	1e-20	0.8073025295123577
chr6:32599655	chr6:32553130	rs3828840	multiple sclerosis, oligoclonal band measurement	5e-15	0.7926951715137635
chr6:32599655	chr6:32582545	rs9269853	Alzheimer's disease	3e-08	0.8640045530837159
chr6:32599655	chr6:32598800	rs4329147	susceptibility to childhood ear infection measurement	1e-11	0.7850092431250599
chr6:32599655	chr6:32600569	rs9270750	chronic lymphocytic leukemia	6e-16	0.8080007985761485
chr6:32599655	chr6:32601279	rs9270779	heart rate response to exercise	1e-08	0.9780606946209247
chr6:32599655	chr6:32605694	rs9270965	narcolepsy with cataplexy	5e-12	0.7108804786395979
chr6:32599655	chr6:32606214	rs9270984	systemic lupus erythematosus	5e-24	0.7799294057583221
chr6:32599655	chr6:32607736	rs9271060	Crohn's disease	1e-22	0.9896051026810481
chr6:32599655	chr6:32608701	rs9271100	systemic lupus erythematosus	1e-12	0.9891553087208396
chr6:32599655	chr6:32608701	rs9271100	ulcerative colitis	2e-94	0.9891553087208396
chr6:32599655	chr6:32608701	rs9271100	leprosy	8e-95	0.9891553087208396
chr6:32599655	chr6:32609018	rs9271117	narcolepsy with cataplexy	6e-14	0.9667375274850541
chr6:32599655	chr6:32610350	rs9271176	chronic lymphocytic leukemia	3e-20	0.8659069878142746
chr6:32599655	chr6:32610753	rs9271192	Alzheimer's disease	3e-12	0.9878129094439192
chr6:32599655	chr6:32610753	rs9271192	Alzheimer's disease, family history of Alzheimer’s disease	7e-10	0.9878129094439192
chr6:32599655	chr6:32611258	rs9271209	ulcerative colitis	2e-85	0.991416013611941
chr6:32609316	chr6:32553130	rs3828840	multiple sclerosis, oligoclonal band measurement	5e-15	0.7850492411292636
chr6:32609316	chr6:32582545	rs9269853	Alzheimer's disease	3e-08	0.8531459486181825
chr6:32609316	chr6:32598800	rs4329147	susceptibility to childhood ear infection measurement	1e-11	0.7736576580707104
chr6:32609316	chr6:32600569	rs9270750	chronic lymphocytic leukemia	6e-16	0.8022964435367712
chr6:32609316	chr6:32601279	rs9270779	heart rate response to exercise	1e-08	0.9664527834417082
chr6:32609316	chr6:32605694	rs9270965	narcolepsy with cataplexy	5e-12	0.727337499137684
chr6:32609316	chr6:32606214	rs9270984	systemic lupus erythematosus	5e-24	0.7689364211123173
chr6:32609316	chr6:32607736	rs9271060	Crohn's disease	1e-22	0.9771542162638371
chr6:32609316	chr6:32608701	rs9271100	systemic lupus erythematosus	1e-12	0.9766790126489571
chr6:32609316	chr6:32608701	rs9271100	ulcerative colitis	2e-94	0.9766790126489571
chr6:32609316	chr6:32608701	rs9271100	leprosy	8e-95	0.9766790126489571
chr6:32609316	chr6:32609018	rs9271117	narcolepsy with cataplexy	6e-14	0.9543507897580141
chr6:32609316	chr6:32610350	rs9271176	chronic lymphocytic leukemia	3e-20	0.8533881096316096
chr6:32609316	chr6:32610753	rs9271192	Alzheimer's disease	3e-12	0.9752608550511279
chr6:32609316	chr6:32610753	rs9271192	Alzheimer's disease, family history of Alzheimer’s disease	7e-10	0.9752608550511279
chr6:32609316	chr6:32611258	rs9271209	ulcerative colitis	2e-85	0.9790675594981986
chr6:32698751	chr6:32694218	rs79870097	asthma	6e-30	0.9886018353392458
chr6:32698751	chr6:32695620	rs13205804	low density lipoprotein cholesterol measurement	3e-21	0.9943060031350279
chr6:32698751	chr6:32696177	rs34392107	low density lipoprotein cholesterol measurement	6e-45	0.9931886877235171
chr6:32698751	chr6:32697643	rs10484561	neoplasm of mature B-cells	1e-29	0.9931886877235173
chr6:32710320	chr6:32702478	rs2856718	chronic hepatitis B virus infection	7e-28	0.862760682469808
chr6:32710320	chr6:32702478	rs2856718	hepatitis B virus infection	4e-37	0.862760682469808
chr6:32710320	chr6:32713500	rs2858331	serum IgE measurement	1e-08	0.779694345006255
chr6:32710320	chr6:32713892	rs6935723	response to thiopurine, thiopurine immunosuppressant-induced pancreatitis, inflammatory bowel disease	1e-21	0.7992712198942121
chr6:32722654	chr6:32733444	rs9276244	serum IgA measurement	3e-14	0.9858770941120932
chr6:32722654	chr6:32734197	rs9276263	susceptibility to plantar warts measurement	7e-16	0.990751300746522
chr6:33225595	chr6:33201615	rs35690712	blood protein measurement	6e-22	0.7892444550393206
chr6:33370609	chr6:33427422	rs9461856	schizophrenia, autism spectrum disorder	6e-12	0.707507631706
chr6:33370609	chr6:33427422	rs9461856	schizophrenia	4e-12	0.707507631706
chr6:33475683	chr6:33427422	rs9461856	schizophrenia, autism spectrum disorder	6e-12	0.7003669808200365
chr6:33475683	chr6:33427422	rs9461856	schizophrenia	4e-12	0.7003669808200365
chr6:33748527	chr6:33737578	rs73743323	phosphorus measurement	2e-13	0.8462584862693902
chr6:33748527	chr6:33738702	rs9469578	phosphorus measurement	1e-11	0.9045994921463378
chr6:34613219	chr6:34627766	rs2263329	high density lipoprotein cholesterol measurement	8e-43	0.8576254740443595
chr6:34613219	chr6:34700858	rs9368830	high density lipoprotein cholesterol measurement	4e-21	0.8247228936576251
chr6:34613219	chr6:34721169	rs9366863	body mass index	2e-44	0.8516198724739511
chr6:34613219	chr6:34825347	rs9469899	visceral adipose tissue measurement	2e-20	0.7928198647147933
chr6:34613219	chr6:34825347	rs9469899	prostate carcinoma	5e-09	0.7928198647147933
chr6:34613219	chr6:34825347	rs9469899	grip strength measurement	3e-15	0.7928198647147933
chr6:34613219	chr6:34825347	rs9469899	Thyroid preparation use measurement	2e-09	0.7928198647147933
chr6:34613219	chr6:34829979	rs112283401	red blood cell distribution width	4e-27	0.7317833138557334
chr6:34613219	chr6:34856859	rs11755393	systemic lupus erythematosus	2e-08	0.8096527286600117
chr6:34613219	chr6:34856859	rs11755393	body mass index	3e-26	0.8096527286600117
chr6:34801702	chr6:34627766	rs2263329	high density lipoprotein cholesterol measurement	8e-43	0.8960411439374669
chr6:34801702	chr6:34700858	rs9368830	high density lipoprotein cholesterol measurement	4e-21	0.8894318744916352
chr6:34801702	chr6:34721169	rs9366863	body mass index	2e-44	0.9463417130234987
chr6:34801702	chr6:34825347	rs9469899	visceral adipose tissue measurement	2e-20	0.9791282086988451
chr6:34801702	chr6:34825347	rs9469899	prostate carcinoma	5e-09	0.9791282086988451
chr6:34801702	chr6:34825347	rs9469899	grip strength measurement	3e-15	0.9791282086988451
chr6:34801702	chr6:34825347	rs9469899	Thyroid preparation use measurement	2e-09	0.9791282086988451
chr6:34801702	chr6:34829979	rs112283401	red blood cell distribution width	4e-27	0.8934712029279176
chr6:34801702	chr6:34856859	rs11755393	systemic lupus erythematosus	2e-08	0.9773377567763285
chr6:34801702	chr6:34856859	rs11755393	body mass index	3e-26	0.9773377567763285
chr6:34640714	chr6:34844924	rs34840245	systemic lupus erythematosus	2e-11	0.8097524073263396
chr6:34640714	chr6:34855410	rs3734266	systemic lupus erythematosus	1e-12	0.8129839226441972
chr6:34787725	chr6:34844924	rs34840245	systemic lupus erythematosus	2e-11	0.9651805240071927
chr6:34787725	chr6:34855410	rs3734266	systemic lupus erythematosus	1e-12	0.9683491584586509
chr6:35141900	chr6:35076280	rs2494097	C-reactive protein measurement	6e-09	0.869520999977492
chr6:35386493	chr6:35374073	rs9470004	body height	1e-11	0.904206374191754
chr6:35629510	chr6:35647353	rs1334894	coronary artery disease	5e-08	0.892146056825911
chr6:36059664	chr6:36030611	rs80028505	type I diabetes mellitus, diabetic foot, type II diabetes mellitus, neuropathy	3e-08	0.9467311107166968
chr6:36413426	chr6:36380912	rs1076928	multiple sclerosis	3e-19	0.7729971514342521
chr6:36413426	chr6:36386157	rs9368924	leukocyte count	6e-10	0.7703288867848459
chr6:36413426	chr6:36429715	rs515186	mean platelet volume	6e-21	0.7046582380260669
chr6:36426833	chr6:36429715	rs515186	mean platelet volume	6e-21	0.9799499387334794
chr6:37694666	chr6:37695848	rs9349050	blood protein measurement	7e-91	0.9590233329419187
chr6:37694666	chr6:37695848	rs9349050	smoking status measurement	7e-09	0.9590233329419187
chr6:38164145	chr6:38139068	rs9470794	type II diabetes mellitus	2e-10	0.9764614091228162
chr6:38464486	chr6:38473194	rs3923809	restless legs syndrome	1e-17	0.8395787433558571
chr6:38464486	chr6:38473194	rs3923809	insomnia measurement	2e-08	0.8395787433558571
chr6:38464486	chr6:38473194	rs3923809	chronotype measurement	3e-08	0.8395787433558571
chr6:38464486	chr6:38484727	rs9394502	insomnia measurement	8e-18	0.7821856236947721
chr6:41803298	chr6:41786632	rs10947987	insomnia measurement	4e-08	0.9774083255812129
chr6:41803298	chr6:41863405	rs2254479	age at menarche	9e-15	0.9804383430236969
chr6:41803298	chr6:41923244	rs2479724	age at menarche	1e-12	0.9682974429159243
chr6:41803298	chr6:41925585	rs9349203	age at menarche	5e-08	0.9676982515375949
chr6:41803298	chr6:41951438	rs143111788	red blood cell distribution width	4e-09	0.7835700412557933
chr6:41915790	chr6:41786632	rs10947987	insomnia measurement	4e-08	0.9564772783415298
chr6:41915790	chr6:41863405	rs2254479	age at menarche	9e-15	0.9697329235657343
chr6:41915790	chr6:41923244	rs2479724	age at menarche	1e-12	0.9653835579625647
chr6:41915790	chr6:41925585	rs9349203	age at menarche	5e-08	0.964756808865032
chr6:41915790	chr6:41951438	rs143111788	red blood cell distribution width	4e-09	0.7881725653670276
chr6:42535729	chr6:42514255	rs6921029	blood protein measurement	4e-09	0.7045682021811791
chr6:42881468	chr6:42872580	rs9471935	smoking status measurement	3e-08	0.7610702893130388
chr6:42881468	chr6:42893843	rs9462846	mediator of RNA polymerase II transcription subunit 1 measurement	8e-11	0.9075435289710087
chr6:43242066	chr6:43237625	rs75591122	risk-taking behaviour	3e-08	0.8687117558699994
chr6:44890754	chr6:44797798	rs720989	glomerular filtration rate	7e-12	0.8631988639907806
chr6:44890754	chr6:44832278	rs542444	hair colour measurement	6e-11	0.8568433763963939
chr6:44890754	chr6:44842614	rs3799969	body height	2e-13	0.8987176845266965
chr6:44890754	chr6:44860463	rs34243039	white matter microstructure measurement	2e-14	0.9016640061693224
chr6:44890754	chr6:44960474	rs34980849	white matter microstructure measurement	2e-08	0.9421697591501904
chr6:44890754	chr6:44978769	rs9472414	body height	2e-09	0.7203889306431993
chr6:44890754	chr6:44978769	rs9472414	white matter microstructure measurement	4e-08	0.7203889306431993
chr6:44890754	chr6:44982183	rs66595702	white matter microstructure measurement	2e-11	0.807445034295304
chr6:44982183	chr6:44797798	rs720989	glomerular filtration rate	7e-12	0.8812623829474843
chr6:44982183	chr6:44832278	rs542444	hair colour measurement	6e-11	0.870474112239656
chr6:44982183	chr6:44842614	rs3799969	body height	2e-13	0.9143239124630892
chr6:44982183	chr6:44860463	rs34243039	white matter microstructure measurement	2e-14	0.9196157176630296
chr6:44982183	chr6:44960474	rs34980849	white matter microstructure measurement	2e-08	0.963222943788086
chr6:44982183	chr6:44978769	rs9472414	body height	2e-09	0.751521197750524
chr6:44982183	chr6:44978769	rs9472414	white matter microstructure measurement	4e-08	0.751521197750524
chr6:44982183	chr6:44982183	rs66595702	white matter microstructure measurement	2e-11	0.8368876732341574
chr6:45015798	chr6:44797798	rs720989	glomerular filtration rate	7e-12	0.7813149083846385
chr6:45015798	chr6:44832278	rs542444	hair colour measurement	6e-11	0.77437953629243
chr6:45015798	chr6:44842614	rs3799969	body height	2e-13	0.8205248080136902
chr6:45015798	chr6:44860463	rs34243039	white matter microstructure measurement	2e-14	0.8262561976280259
chr6:45015798	chr6:44960474	rs34980849	white matter microstructure measurement	2e-08	0.8686717911254278
chr6:45015798	chr6:44982183	rs66595702	white matter microstructure measurement	2e-11	0.7356701475602031
chr6:44816562	chr6:44809954	rs10948172	osteoarthritis, hip	9e-11	0.9294252275301177
chr6:44816562	chr6:44828053	rs755	balding measurement	2e-11	0.9279370695547265
chr6:44816562	chr6:44837477	rs857601	body mass index	4e-09	0.8833901463812817
chr6:44975170	chr6:44894163	rs9765884	white matter microstructure measurement	3e-13	0.8775740425114265
chr6:44975170	chr6:44900097	rs3957281	appendicular lean mass	2e-12	0.8851728037847091
chr6:44975170	chr6:44909576	rs7763421	white matter microstructure measurement	2e-11	0.9010202140534527
chr6:45050279	chr6:45113105	rs11349771	white matter microstructure measurement	9e-10	0.7035487050438921
chr6:47432190	chr6:47424807	rs9395255	Alzheimer's disease, family history of Alzheimer’s disease	5e-08	0.7318190189457533
chr6:47487691	chr6:47472829	rs9369695	reticulocyte count	7e-12	0.7704026262372484
chr6:47487691	chr6:47474135	rs4715018	red blood cell distribution width	3e-32	0.776455919914305
chr6:47487691	chr6:47480600	rs9367279	reticulocyte count	2e-11	0.7853017931960032
chr6:47487691	chr6:47484534	rs9296559	reticulocyte count	7e-18	0.7863122742562612
chr6:47487691	chr6:47485642	rs9349407	Alzheimer's disease	9e-09	0.7888458224549946
chr6:47487691	chr6:47520026	rs10948363	Alzheimer's disease	5e-11	0.7902173955486327
chr6:47487691	chr6:47520026	rs10948363	Alzheimer's disease, family history of Alzheimer’s disease	1e-08	0.7902173955486327
chr6:47547487	chr6:47472829	rs9369695	reticulocyte count	7e-12	0.8414313902621966
chr6:47547487	chr6:47474135	rs4715018	red blood cell distribution width	3e-32	0.8321577482158761
chr6:47547487	chr6:47480600	rs9367279	reticulocyte count	2e-11	0.8619042700483501
chr6:47547487	chr6:47484534	rs9296559	reticulocyte count	7e-18	0.8630499863360181
chr6:47547487	chr6:47485642	rs9349407	Alzheimer's disease	9e-09	0.8583667820371753
chr6:47547487	chr6:47520026	rs10948363	Alzheimer's disease	5e-11	0.8450001056609809
chr6:47547487	chr6:47520026	rs10948363	Alzheimer's disease, family history of Alzheimer’s disease	1e-08	0.8450001056609809
chr6:47547487	chr6:47570142	rs5876027	red blood cell distribution width	4e-15	0.7455780829437935
chr6:49047138	chr6:49019239	rs34642662	mathematical ability	4e-08	0.9280844761208439
chr6:50906237	chr6:50836808	rs2817399	diet measurement	7e-15	0.717780722121568
chr6:50906237	chr6:50850526	rs2746646	refractive error measurement	3e-15	0.7409462331749069
chr6:50856485	chr6:50850526	rs2746646	refractive error measurement	3e-15	0.7082165324752641
chr6:51954745	chr6:51857895	rs9463733	hair color	3e-28	0.8738566530410219
chr6:51954745	chr6:51857895	rs9463733	hair colour measurement	8e-29	0.8738566530410219
chr6:51954745	chr6:51944283	rs2499468	visceral adipose tissue measurement	2e-09	0.987601462900818
chr6:51956306	chr6:51944283	rs2499468	visceral adipose tissue measurement	2e-09	0.782123164134009
chr6:52408912	chr6:52416274	rs56032325	mean platelet volume	2e-16	0.8168961763089461
chr6:52520916	chr6:52528549	rs55828716	intraocular pressure measurement	2e-09	0.8723196489615271
chr6:52520916	chr6:52546915	rs2268719	total cholesterol measurement, triglyceride measurement, low density lipoprotein cholesterol measurement, high density lipoprotein cholesterol measurement	2e-08	0.8535863348645455
chr6:52585981	chr6:52587787	rs2239620	low density lipoprotein cholesterol measurement	2e-08	0.7714708790881176
chr6:52585981	chr6:52588422	rs2239619	total cholesterol measurement	3e-08	0.8427853311848396
chr6:52585981	chr6:52588422	rs2239619	low density lipoprotein cholesterol measurement	4e-15	0.8427853311848396
chr6:52868153	chr6:52765182	rs6458867	apolipoprotein A 1 measurement	3e-08	0.807647952190432
chr6:52868153	chr6:52765355	rs6458868	glomerular filtration rate	5e-13	0.788550402422324
chr6:52868153	chr6:52765471	rs6458869	triglyceride measurement	7e-18	0.8073001867592989
chr6:52868153	chr6:52765471	rs6458869	mean corpuscular hemoglobin	5e-18	0.8073001867592989
chr6:52868153	chr6:52791371	rs2894802	platelet count	3e-14	0.8749199608645729
chr6:52868153	chr6:52791371	rs2894802	platelet crit	4e-16	0.8749199608645729
chr6:52868153	chr6:52797355	rs2290758	blood protein measurement	7e-69	0.8732806733862556
chr6:53298378	chr6:53312880	rs209489	metastasis measurement, colorectal cancer, survival time	8e-10	0.9066108684751928
chr6:53667383	chr6:53675537	rs7739232	BMI-adjusted hip circumference	1e-08	0.9703508115834579
chr6:53676881	chr6:53675537	rs7739232	BMI-adjusted hip circumference	1e-08	0.9173213191562085
chr6:56468160	chr6:56471608	rs2894837	peak expiratory flow	2e-13	0.7072748250144631
chr6:56468160	chr6:56471608	rs2894837	FEV/FEC ratio	4e-09	0.7072748250144631
chr6:56468160	chr6:56471608	rs2894837	forced expiratory volume	9e-13	0.7072748250144631
chr6:57296329	chr6:57283373	rs71566846	coronary artery disease	3e-13	0.923035894856272
